Country	iso3c	ID	Caption	Provider	Artist	ArtistURL	ArtistHTML	License	LicenseURL	ImageName	InfoURL	FileURL	folder	iso2c	OriginURL	w640_URL	Attribution
Azerbaijan	AZE	4	Of the more than one million seals which inhabited the shores and islands of the Caspian a century ago fewer than 10 percent remain, and the species has been declared endangered.	Wikimedia	NA	NA	Post of Azerbaijan	Public domain	NA	Stamp_of_Azerbaijan_-_1997_-_Colnect_879218_-_Caspian_Seal_Phoca_caspica.jpeg	https://commons.wikimedia.org/wiki/File:Stamp_of_Azerbaijan_-_1997_-_Colnect_879218_-_Caspian_Seal_Phoca_caspica.jpeg	NA	1/11/	AZ	https://upload.wikimedia.org/wikipedia/commons/1/11/Stamp_of_Azerbaijan_-_1997_-_Colnect_879218_-_Caspian_Seal_Phoca_caspica.jpeg	https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Stamp_of_Azerbaijan_-_1997_-_Colnect_879218_-_Caspian_Seal_Phoca_caspica.jpeg/640px-Stamp_of_Azerbaijan_-_1997_-_Colnect_879218_-_Caspian_Seal_Phoca_caspica.jpeg	NA
Bahamas	BHS	1	Crystal clear ocean water and sandy beaches favor a heavy tourism-based economy.	Wikimedia	NA	NA	Booking	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Warwick_Paradise_in_Island_Bahamas.jpg	https://commons.wikimedia.org/wiki/File:Warwick_Paradise_in_Island_Bahamas.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Warwick_Paradise_in_Island_Bahamas.jpg/640px-Warwick_Paradise_in_Island_Bahamas.jpg	a/a1/	BS	NA	NA	Booking, <a href='https://commons.wikimedia.org/wiki/File:Warwick_Paradise_in_Island_Bahamas.jpg'>Warwick_Paradise_in_Island_Bahamas.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Bahamas	BHS	2	Serious concerns have been raised about coral reef damage by luxury cruise ships anchored offshore.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Varnent' title='User:Varnent'>Gregory Varnum</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Bahamas_Cruise_-_ship_exterior_-_June_2018_(3578).jpg	https://commons.wikimedia.org/wiki/File:Bahamas_Cruise_-_ship_exterior_-_June_2018_(3578).jpg	NA	a/a0/	BS	https://upload.wikimedia.org/wikipedia/commons/a/a0/Bahamas_Cruise_-_ship_exterior_-_June_2018_%283578%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Bahamas_Cruise_-_ship_exterior_-_June_2018_(3578).jpg/640px-Bahamas_Cruise_-_ship_exterior_-_June_2018_(3578).jpg	NA
Bahamas	BHS	3	<Caption missing>.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Asc1733&amp;action=edit&amp;redlink=1' class='new' title='User:Asc1733 (page does not exist)'>Asc1733</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Trawlers_overfishing_cod.jpg	https://commons.wikimedia.org/wiki/File:Trawlers_overfishing_cod.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Trawlers_overfishing_cod.jpg/640px-Trawlers_overfishing_cod.jpg	6/6c/	BS	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Asc1733&amp;action=edit&amp;redlink=1' class='new' title='User:Asc1733 (page does not exist)'>Asc1733</a>, <a href='https://commons.wikimedia.org/wiki/File:Trawlers_overfishing_cod.jpg'>Trawlers_overfishing_cod.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Bahrain	BHR	1	Coral reefs, sea turtles, and numerous fish species are suffering the effects of marine pollution.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/44124425616@N01'>Hamed Saber</a> from Tehran, Iran	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Welcoming_Persian_Gulf_-_Flickr_-_Hamed_Saber.jpg	https://commons.wikimedia.org/wiki/File:Welcoming_Persian_Gulf_-_Flickr_-_Hamed_Saber.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Welcoming_Persian_Gulf_-_Flickr_-_Hamed_Saber.jpg/640px-Welcoming_Persian_Gulf_-_Flickr_-_Hamed_Saber.jpg	f/fd/	BH	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/44124425616@N01'>Hamed Saber</a> from Tehran, Iran, <a href='https://commons.wikimedia.org/wiki/File:Welcoming_Persian_Gulf_-_Flickr_-_Hamed_Saber.jpg'>Welcoming_Persian_Gulf_-_Flickr_-_Hamed_Saber.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Bahrain	BHR	2	Dugongs.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Julius86' title='User:Julius86'>Julien Willem</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Dugong_Marsa_Alam.jpg	https://commons.wikimedia.org/wiki/File:Dugong_Marsa_Alam.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Dugong_Marsa_Alam.jpg/640px-Dugong_Marsa_Alam.jpg	9/91/	BH	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Julius86' title='User:Julius86'>Julien Willem</a>, <a href='https://commons.wikimedia.org/wiki/File:Dugong_Marsa_Alam.jpg'>Dugong_Marsa_Alam.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Bahrain	BHR	3	Kingdom of Bahrain is a cluster of 35 to 45 Islands and atolls an archipelago made up of a group of islands with its main island comprising 85% of the country’s land mass.	Wikimedia	NA	NA	European Space Agency	CC BY-SA 3.0 igo	https://creativecommons.org/licenses/by-sa/3.0/igo/deed.en	Colours_of_the_Persian_Gulf_ESA353290.jpg	https://commons.wikimedia.org/wiki/File:Colours_of_the_Persian_Gulf_ESA353290.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Colours_of_the_Persian_Gulf_ESA353290.jpg/640px-Colours_of_the_Persian_Gulf_ESA353290.jpg	c/c9/	BH	NA	NA	European Space Agency, <a href='https://commons.wikimedia.org/wiki/File:Colours_of_the_Persian_Gulf_ESA353290.jpg'>Colours_of_the_Persian_Gulf_ESA353290.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0/igo/deed.en'>CC BY-SA 3.0 igo</a>, via Wikimedia Commons
Bahrain	BHR	4	Population growth has been driven almost entirely by immigration of low wage workers from South Asia.	Wikimedia	NA	NA	Alex Sergeev (www.asergeev.com)	CC-BY-SA-3.0	http://creativecommons.org/licenses/by-sa/3.0/	Migrant_workers_in_West_Bay_Doha.jpg	https://commons.wikimedia.org/wiki/File:Migrant_workers_in_West_Bay_Doha.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Migrant_workers_in_West_Bay_Doha.jpg/640px-Migrant_workers_in_West_Bay_Doha.jpg	0/0e/	BH	NA	NA	Alex Sergeev (www.asergeev.com), <a href='https://commons.wikimedia.org/wiki/File:Migrant_workers_in_West_Bay_Doha.jpg'>Migrant_workers_in_West_Bay_Doha.jpg</a>; <a href='http://creativecommons.org/licenses/by-sa/3.0/'>CC-BY-SA-3.0</a>, via Wikimedia Commons
Bangladesh	BGD	1	60% of the population is under the age of 25 years. The teenage (15 – 19 years) birth rate is twice as high as that of the US.	Pixabay	NA	NA	NA	NA	NA	NA	NA	https://cdn.pixabay.com/photo/2019/11/01/12/15/bangladesh-4594049_1280.jpg	NA	BD	NA	NA	NA
Bangladesh	BGD	2	Billboard promoting girls’ education.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/41000732@N04'>Adam Jones</a> from Kelowna, BC, Canada	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	Billboard_Promoting_Girls%27_Education_-_Tobolchuri_-_Chittagong_Hill_Tracts_-_Bangladesh_%2813241169394%29.jpg	https://commons.wikimedia.org/wiki/File:Billboard_Promoting_Girls%27_Education_-_Tobolchuri_-_Chittagong_Hill_Tracts_-_Bangladesh_%2813241169394%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Billboard_Promoting_Girls%27_Education_-_Tobolchuri_-_Chittagong_Hill_Tracts_-_Bangladesh_%2813241169394%29.jpg/640px-Billboard_Promoting_Girls%27_Education_-_Tobolchuri_-_Chittagong_Hill_Tracts_-_Bangladesh_%2813241169394%29.jpg	7/73/	BD	NA	NA	NA
Bangladesh	BGD	3	Many of Bangladesh’s environmental problems are driven by rapid and unplanned urbanisation.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/84891020@N03'>ASaber91</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Dhaka_14th_March_(32624769393).jpg	https://commons.wikimedia.org/wiki/File:Dhaka_14th_March_(32624769393).jpg	NA	9/9d/	BD	https://upload.wikimedia.org/wikipedia/commons/9/9d/Dhaka_14th_March_%2832624769393%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Dhaka_14th_March_(32624769393).jpg/640px-Dhaka_14th_March_(32624769393).jpg	NA
Bangladesh	BGD	4	Climate-induced extreme events are increasingly common.	Wikimedia	NA	NA	Raiyan Kamal	CC BY-SA 2.5	https://creativecommons.org/licenses/by-sa/2.5	Baridhara_DOHS_during_2004_flood.JPG	https://commons.wikimedia.org/wiki/File:Baridhara_DOHS_during_2004_flood.JPG	NA	1/1c/	BD	https://upload.wikimedia.org/wikipedia/commons/1/1c/Baridhara_DOHS_during_2004_flood.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Baridhara_DOHS_during_2004_flood.JPG/640px-Baridhara_DOHS_during_2004_flood.JPG	NA
Bangladesh	BGD	5	Population growth stresses the agricultural systems that ensure adequate food production.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Raufur_Rahaman_Talukder(Shithil)&amp;action=edit&amp;redlink=1' class='new' title='User:Raufur Rahaman Talukder(Shithil) (page does not exist)'>Raufur Rahaman Talukder(Shithil)</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Agriculture_in_Bangladesh_(02).jpg	https://commons.wikimedia.org/wiki/File:Agriculture_in_Bangladesh_(02).jpg	NA	3/35/	BD	https://upload.wikimedia.org/wikipedia/commons/3/35/Agriculture_in_Bangladesh_%2802%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Agriculture_in_Bangladesh_(02).jpg/640px-Agriculture_in_Bangladesh_(02).jpg	NA
Barbados	BRB	1	With 285,000 people the island is 18 times more densely populated than the United States.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Barry_haynes' title='User:Barry haynes'>Barry haynes</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Aerial_view_of_Bridgetown_Barbados.jpg	https://commons.wikimedia.org/wiki/File:Aerial_view_of_Bridgetown_Barbados.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Aerial_view_of_Bridgetown_Barbados.jpg/640px-Aerial_view_of_Bridgetown_Barbados.jpg	3/3b/	BB	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Barry_haynes' title='User:Barry haynes'>Barry haynes</a>, <a href='https://commons.wikimedia.org/wiki/File:Aerial_view_of_Bridgetown_Barbados.jpg'>Aerial_view_of_Bridgetown_Barbados.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Barbados	BRB	2	Barbados is largely dependent on oil imports.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:CaribDigita' title='User:CaribDigita'>CaribDigita</a>	Public domain	NA	Shell_Bay_St_Bridgetown.jpg	https://commons.wikimedia.org/wiki/File:Shell_Bay_St_Bridgetown.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Shell_Bay_St_Bridgetown.jpg/640px-Shell_Bay_St_Bridgetown.jpg	6/66/	BB	NA	NA	NA
Barbados	BRB	3	Barbados has implemented a nationwide family planning program which is starting to slow population growth.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:CaribDigita' title='User:CaribDigita'>CaribDigita</a>	Public domain	NA	Saint_Lawrence_Primary%2C_Barbados4.jpg	https://commons.wikimedia.org/wiki/File:Saint_Lawrence_Primary%2C_Barbados4.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Saint_Lawrence_Primary%2C_Barbados4.jpg/640px-Saint_Lawrence_Primary%2C_Barbados4.jpg	0/07/	BB	NA	NA	NA
Belarus	BLR	1	Belarus has achieved a score on the Gender Equality Index better than the average in countries with very high human development.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Mikhail_Kapychka&amp;action=edit&amp;redlink=1' class='new' title='User:Mikhail Kapychka (page does not exist)'>Mikhail Kapychka</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Couple_from_a_Belarus_wedding.jpg	https://commons.wikimedia.org/wiki/File:Couple_from_a_Belarus_wedding.jpg	NA	c/c9/	BY	https://upload.wikimedia.org/wikipedia/commons/c/c9/Couple_from_a_Belarus_wedding.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Couple_from_a_Belarus_wedding.jpg/640px-Couple_from_a_Belarus_wedding.jpg	NA
Belarus	BLR	2	One in eight Belarusians still live in areas polluted by radiation after the Chernobyl catastrophe.	Wikimedia	NA	NA	Post of Belarus	Public domain	NA	Stamp_of_Belarus_-_1996_-_Colnect_278435_-_Eye_with_radiation_symbol.jpeg	https://commons.wikimedia.org/wiki/File:Stamp_of_Belarus_-_1996_-_Colnect_278435_-_Eye_with_radiation_symbol.jpeg	NA	c/c5/	BY	https://upload.wikimedia.org/wikipedia/commons/c/c5/Stamp_of_Belarus_-_1996_-_Colnect_278435_-_Eye_with_radiation_symbol.jpeg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Stamp_of_Belarus_-_1996_-_Colnect_278435_-_Eye_with_radiation_symbol.jpeg/640px-Stamp_of_Belarus_-_1996_-_Colnect_278435_-_Eye_with_radiation_symbol.jpeg	NA
Belarus	BLR	3	Belarus scores in the top 1/4 of countries based on overall environmental health.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Rakoon' title='User:Rakoon'>Rakoon</a>	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	4618_Nature_in_Hrodna_Region_Belarus_May_2019.JPG	https://commons.wikimedia.org/wiki/File:4618_Nature_in_Hrodna_Region_Belarus_May_2019.JPG	NA	4/4b/	BY	https://upload.wikimedia.org/wikipedia/commons/4/4b/4618_Nature_in_Hrodna_Region_Belarus_May_2019.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/4618_Nature_in_Hrodna_Region_Belarus_May_2019.JPG/640px-4618_Nature_in_Hrodna_Region_Belarus_May_2019.JPG	NA
Belgium	BEL	1	Belgium has a very dense network of roads, railways and navigation canals.	Wikimedia	NA	NA				Belgium_railroad_map_-_spoorlijn_167.svg	https://commons.wikimedia.org/wiki/File:Belgium_railroad_map_-_spoorlijn_167.svg	https://upload.wikimedia.org/wikipedia/commons/7/7a/Belgium_railroad_map_-_spoorlijn_167.svg	7/7a/	BE	NA	NA	, <a href='https://commons.wikimedia.org/wiki/File:https://upload.wikimedia.org/wikipedia/commons/7/7a/Belgium_railroad_map_-_spoorlijn_167.svg'>https://upload.wikimedia.org/wikipedia/commons/7/7a/Belgium_railroad_map_-_spoorlijn_167.svg</a>; <a href=''></a>, via Wikimedia Commons
Belgium	BEL	2	Industry and very intensive animal breeding and crop cultivation impose further pressures on air, soil, water resources and nature.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://web.archive.org/web/20161013154059/http://www.panoramio.com/user/127263?with_photo_id=28310022'>Hans Hagenaars</a>	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	Houyet,_Belgium_-_panoramio.jpg	https://commons.wikimedia.org/wiki/File:Houyet,_Belgium_-_panoramio.jpg	NA	e/e9/	BE	https://upload.wikimedia.org/wikipedia/commons/e/e9/Houyet%2C_Belgium_-_panoramio.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Houyet,_Belgium_-_panoramio.jpg/640px-Houyet,_Belgium_-_panoramio.jpg	NA
Belgium	BEL	3	Belgian women are now better educated than their male counterparts.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Romaine' title='User:Romaine'>Romaine</a>	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	Open_Data_community_day_Belgium_2019_(6).jpg	https://commons.wikimedia.org/wiki/File:Open_Data_community_day_Belgium_2019_(6).jpg	NA	4/42/	BE	https://upload.wikimedia.org/wikipedia/commons/4/42/Open_Data_community_day_Belgium_2019_%286%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Open_Data_community_day_Belgium_2019_(6).jpg/640px-Open_Data_community_day_Belgium_2019_(6).jpg	NA
Belgium	BEL	4	Open land is disappearing.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Donarreiskoffer' title='User:Donarreiskoffer'>Donarreiskoffer</a>	CC-BY-SA-3.0	http://creativecommons.org/licenses/by-sa/3.0/	Crepuscular_rays_in_the_woods_of_Kasterlee,_Belgium.jpg	https://commons.wikimedia.org/wiki/File:Crepuscular_rays_in_the_woods_of_Kasterlee,_Belgium.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Crepuscular_rays_in_the_woods_of_Kasterlee,_Belgium.jpg/640px-Crepuscular_rays_in_the_woods_of_Kasterlee,_Belgium.jpg	0/02/	BE	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Donarreiskoffer' title='User:Donarreiskoffer'>Donarreiskoffer</a>, <a href='https://commons.wikimedia.org/wiki/File:Crepuscular_rays_in_the_woods_of_Kasterlee,_Belgium.jpg'>Crepuscular_rays_in_the_woods_of_Kasterlee,_Belgium.jpg</a>; <a href='http://creativecommons.org/licenses/by-sa/3.0/'>CC-BY-SA-3.0</a>, via Wikimedia Commons
Belize	BLZ	1	Fishing is a main sector of the economy.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/8563790@N08'>anoldent</a> from Asheville, NC, USA	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	Fishing_boat_in_Belize.jpg	https://commons.wikimedia.org/wiki/File:Fishing_boat_in_Belize.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Fishing_boat_in_Belize.jpg/640px-Fishing_boat_in_Belize.jpg	5/5b/	BZ	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/8563790@N08'>anoldent</a> from Asheville, NC, USA, <a href='https://commons.wikimedia.org/wiki/File:Fishing_boat_in_Belize.jpg'>Fishing_boat_in_Belize.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/2.0'>CC BY-SA 2.0</a>, via Wikimedia Commons
Belize	BLZ	2	Forest resources are under threat from the pressures of agriculture.	Wikimedia	NA	NA	Photographed by Gerry Manacsa (<a href='https://en.wikipedia.org/wiki/User:Gmanacsa' class='extiw' title='en:User:Gmanacsa'>User:Gmanacsa</a> at <a class='external text' href='https://en.wikipedia.org'>en.wikipedia</a>)	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	Belize_farming_gm.jpg	https://commons.wikimedia.org/wiki/File:Belize_farming_gm.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Belize_farming_gm.jpg/640px-Belize_farming_gm.jpg	c/c9/	BZ	NA	NA	Photographed by Gerry Manacsa (<a href='https://en.wikipedia.org/wiki/User:Gmanacsa' class='extiw' title='en:User:Gmanacsa'>User:Gmanacsa</a> at <a class='external text' href='https://en.wikipedia.org'>en.wikipedia</a>), <a href='https://commons.wikimedia.org/wiki/File:Belize_farming_gm.jpg'>Belize_farming_gm.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/2.0'>CC BY-SA 2.0</a>, via Wikimedia Commons
Belize	BLZ	3	Poverty is a significant problem in Belize.	Wikimedia	NA	NA	Roger W	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	Belize_-_Houses_in_Northside.jpg	https://commons.wikimedia.org/wiki/File:Belize_-_Houses_in_Northside.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Belize_-_Houses_in_Northside.jpg/640px-Belize_-_Houses_in_Northside.jpg	3/3e/	BZ	NA	NA	Roger W, <a href='https://commons.wikimedia.org/wiki/File:Belize_-_Houses_in_Northside.jpg'>Belize_-_Houses_in_Northside.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/2.0'>CC BY-SA 2.0</a>, via Wikimedia Commons
Belize	BLZ	4	Belize is home to the longest barrier reef in the Western hemisphere,.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/132646954@N02'>dronepicr</a>	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Caye_Caulker_Belize_drone_(20884019621).jpg	https://commons.wikimedia.org/wiki/File:Caye_Caulker_Belize_drone_(20884019621).jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Caye_Caulker_Belize_drone_(20884019621).jpg/640px-Caye_Caulker_Belize_drone_(20884019621).jpg	a/ad/	BZ	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/132646954@N02'>dronepicr</a>, <a href='https://commons.wikimedia.org/wiki/File:Caye_Caulker_Belize_drone_(20884019621).jpg'>Caye_Caulker_Belize_drone_(20884019621).jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Belize	BLZ	5	Tourism brings in more than $200 million to Belize.	Pixabay	Michelle_Raponi	https://pixabay.com/users/Michelle_Raponi-165491/	NA	NA	NA	1345133	https://pixabay.com/photos/belize-people-person-tourism-1345133/	NA	NA	BZ	NA	NA	NA
